#			lamda				  u				 g				 	  r				  i				 z
     1.008000E+04   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   1.372300E-01
     1.010500E+04   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   1.257942E-01
     1.013000E+04   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   1.156290E-01
     1.015500E+04   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   1.054638E-01
     1.018000E+04   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   9.529860E-02
     1.020500E+04   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   8.640407E-02
     1.023000E+04   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   7.750953E-02
     1.025500E+04   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   6.988564E-02
     1.028000E+04   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   6.353240E-02
     1.030500E+04   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   5.717916E-02
     1.033000E+04   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   5.209657E-02
     1.035500E+04   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   4.701398E-02
     1.038000E+04   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   4.193139E-02
     1.040500E+04   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   3.811944E-02
     1.043000E+04   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   3.430750E-02
     1.045500E+04   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   3.176620E-02
     1.048000E+04   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   2.922491E-02
     1.050500E+04   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   2.668361E-02
     1.053000E+04   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   2.414231E-02
     1.055500E+04   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   2.287166E-02
     1.058000E+04   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   2.160102E-02
     1.060500E+04   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   2.033037E-02
     1.063000E+04   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   1.905972E-02
     1.065500E+04   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   1.778907E-02
     1.068000E+04   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   1.651843E-02
     1.070500E+04   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   1.524778E-02
     1.073000E+04   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   1.397713E-02
     1.075500E+04   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   1.270648E-02
     1.078000E+04   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   1.143583E-02
     1.080500E+04   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   1.016518E-02
     1.083000E+04   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   1.016518E-02
     1.085500E+04   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   8.894536E-03
     1.088000E+04   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   7.623889E-03
     1.090500E+04   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   7.623889E-03
     1.093000E+04   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   7.623889E-03
     1.095500E+04   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   6.353240E-03
     1.098000E+04   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   6.353240E-03
     1.100500E+04   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   5.082592E-03
     1.103000E+04   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   5.082592E-03
     1.105500E+04   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   3.811944E-03
     1.108000E+04   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   3.811944E-03
     1.110500E+04   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   2.541296E-03
     1.113000E+04   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   2.541296E-03
     1.115500E+04   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   1.270648E-03
     1.118000E+04   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   1.270648E-03
     1.120500E+04   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
     1.123000E+04   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
